No	ExtEHR resource	ExtEHR field	ExtEHR #	ExtEHR description	ExtEHR type	Ext binding	ExtEHR source	Mapped Resource	Mapped Field	EQ				Modeling	Needs work	Actor	Section											
492	EHDSDosaging	 timing.repeat.bounds.period	 0..1	 Start and end date, 05.08.2023 - 10.08.2023	 Period	   	 Start and end date, 05.08.2023 - 10.08.2023 																					
493	EHDSDosaging	 timing.repeat.count	 0..1	 Number of times to repeat, exact or range	 Base	   	 Number of times to repeat, exact or range 																					
494	EHDSDosaging	 timing.repeat.count.count	 0..1	 Number of times (e.g 'once', '10 times')	 integer	   	 Number of times (e.g 'once', '10 times') 																					
495	EHDSDosaging	 timing.repeat.count.countMax	 0..1	 Maximum number of times (e.g 'maximum 10 times')	 integer	   	 Maximum number of times (e.g 'maximum 10 times') 																					
496	EHDSDosaging	 timing.repeat.duration	 0..1	 Duration of one administration, exact or range	 Base	   	 Duration of one administration, exact or range 																					
497	EHDSDosaging	 timing.repeat.duration.duration	 0..1	 Duration of administration (e.g '5 minutes', '1 hour')	 Quantity	   	 Duration of administration (e.g '5 minutes', '1 hour') 																					
498	EHDSDosaging	 timing.repeat.duration.durationMax	 0..1	 Maximum duration of administration (e.g 'maximum 1 hour')	 Quantity	   	 Maximum duration of administration (e.g 'maximum 1 hour') 																					
499	EHDSDosaging	 timing.repeat.frequency	 0..1	 Frequency of intake/administration (e.g 'three times a day')	 Base	   	 Frequency of intake/administration (e.g 'three times a day') 																					
500	EHDSDosaging	 timing.repeat.frequency.numberOfTimes	 0..1	 Number of times per period (e.g '3 times')	 integer	   	 Number of times per period (e.g '3 times') 																					
501	EHDSDosaging	 timing.repeat.frequency.maxNumberOfTimes	 0..1	 Maximum number of times per period (e.g. 'maximum 3 times')	 integer	   	 Maximum number of times per period (e.g. 'maximum 3 times') 																					
502	EHDSDosaging	 timing.repeat.frequency.period	 0..1	 Duration to which the frequency applies (e.g '... / 1 day')	 Quantity	   	 Duration to which the frequency applies (e.g '... / 1 day') 																					
503	EHDSDosaging	 timing.repeat.frequency.periodMax	 0..1	 Upper limit of the period (e.g ... / 4-6 hours)	 Quantity	   	 Upper limit of the period (e.g ... / 4-6 hours) 																					
504	EHDSDosaging	 timing.repeat.dayOfWeek	 0..*	 The day of the week of administration, e.g Mon, Tue, etc	 CodeableConcept	   	 The day of the week of administration, e.g Mon, Tue, etc 																					
505	EHDSDosaging	 timing.repeat.timeOfDay	 0..*	 Time of day of administration (e.g '10:00')	 time	   	 Time of day of administration (e.g '10:00') 																					
506	EHDSDosaging	 timing.repeat.eventTime	 0..*	 An event the administration is bound to, e.g 'before meal', '30 min before meal'	 Base	   	 An event the administration is bound to, e.g 'before meal', '30 min before meal' 																					
507	EHDSDosaging	 timing.repeat.eventTime.when	 0..*	 Time period or event ('before meal', 'immediately', 'morning')	 CodeableConcept	   	 Time period or event ('before meal', 'immediately', 'morning') 																					
508	EHDSDosaging	 timing.repeat.eventTime.offset	 0..1	 minutes from event, before or after (?not sure how to show before/after with only positive integers)	 integer	   	 minutes from event, before or after (?not sure how to show before/after with only positive integers) 																					
509	EHDSDosaging	 asNeeded	 0..1	 Take as needed	 boolean	   	 Take as needed 																					
510	EHDSDosaging	 asNeededFor	 0..*	 Take as needed for the coded reason	 CodeableConcept	   	 Take as needed for the coded reason 																					
511	EHDSDosaging	 bodySite	 0..1	 Body site of administration	 CodeableConcept	   	 Body site of administration 																					
512	EHDSDosaging	 routeOfAdministration	 0..1	 Route of administration	 CodeableConcept	   	 Route of administration 																					
513	EHDSDosaging	 methodOfAdministration	 0..1	 Method of administration	 CodeableConcept	   	 Method of administration 																					
514	EHDSDosaging	 maxDose	 0..*	 Maximum dose for the patient	 Base	   	 Maximum dose for the patient 																					
515	EHDSDosaging	 maxDose.maxDosePerPeriod	 0..*	 Upper limit on medication per unit of time	 Ratio	   	 Upper limit on medication per unit of time 																					
516	EHDSDosaging	 maxDose.maxDosePerAdministration	 0..1	 Upper limit on medication per one administration	 Quantity	   	 Upper limit on medication per one administration 																					
517	EHDSDosaging	 maxDose.maxDosePerLifetime	 0..1	 Upper limit on medication per lifetime of the patient	 Quantity	   	 Upper limit on medication per lifetime of the patient 																					
518	EHDSEncounter	 	 0..*	 EHDS refined base model for Encounter	 	   	 Encounter model 	EuEncounter								R												
519	EHDSEncounter	 header	 1..1	 Common header for all patient-related data	 Base	   	 Common header for all patient-related data 	EuEncounter																				
520	EHDSEncounter	 header.subject	 1..1	 Patient/subject information	 EHDSPatient	   	 Subject 	EuEncounter	subject																			
521	EHDSEncounter	 header.identifier	 0..*	 Business identifier for the object	 Identifier	   	 Business identifier for the object 	EuEncounter	identifier																			
522	EHDSEncounter	 header.authorship	 1..*	 Resource authoring details	 Base	   	 Authorship 	EuEncounter																				
523	EHDSEncounter	 header.authorship.author[x]	 1..1	 Author(s) by whom the resource was/were authored. Multiple authors could be provided.	 EHDSHealthProfessional	   	 Author 	EuEncounter						Not a clear mapping for this element, as encounters are not documents, and don't have an author.		R												
524	EHDSEncounter	 header.authorship.author[x]	 1..1	 Author(s) by whom the resource was/were authored. Multiple authors could be provided.	 EHDSOrganisation	   	 Author 	EuEncounter																				
525	EHDSEncounter	 header.authorship.author[x]	 1..1	 Author(s) by whom the resource was/were authored. Multiple authors could be provided.	 EHDSDevice	   	 Author 	EuEncounter																				
526	EHDSEncounter	 header.authorship.datetime	 1..1	 Date and time of the issuing the document/resource by its author.	 dateTime	   	 Date and time of authoring/issuing 	EuEncounter						Not a clear mapping, will need an extension														
527	EHDSEncounter	 header.lastUpdate	 0..1	 Date and time of the last update to the document/information	 dateTime	   	 Date and time of the last update to the resource 	EuEncounter	meta.lastUpdated																			
528	EHDSEncounter	 header.status	 1..1	 Status of the resource	 CodeableConcept	   	 Status of the resource 	EuEncounter	status																			
529	EHDSEncounter	 header.statusReason[x]	 0..1	 Reason for the current status of the resource.	 CodeableConcept	   	 Reason for the current status of the resource. 	EuEncounter	extenstion[status-reason]																			
